,month,inventory,counts,ln_area,year,min,median,max,mean,ls_binom
58,10,seattle,0,-5.596723402362794,1902,,,,,0
59,11,seattle,0,-5.596723402362794,1902,,,,,0
60,12,seattle,0,-5.596723402362794,1902,,,,,0
61,1,seattle,0,-5.596723402362794,1903,,,,,0
62,2,seattle,0,-5.596723402362794,1903,,,,,0
63,3,seattle,0,-5.596723402362794,1903,,,,,0
64,4,seattle,0,-5.596723402362794,1903,,,,,0
65,5,seattle,0,-5.596723402362794,1903,,,,,0
66,6,seattle,0,-5.596723402362794,1903,,,,,0
67,7,seattle,0,-5.596723402362794,1903,,,,,0
68,8,seattle,0,-5.596723402362794,1903,,,,,0
69,9,seattle,0,-5.596723402362794,1903,,,,,0
70,10,seattle,0,-5.596723402362794,1903,,,,,0
71,11,seattle,0,-5.596723402362794,1903,,,,,0
72,12,seattle,0,-5.596723402362794,1903,,,,,0
73,1,seattle,0,-5.596723402362794,1904,,,,,0
74,2,seattle,0,-5.596723402362794,1904,,,,,0
75,3,seattle,0,-5.596723402362794,1904,,,,,0
76,4,seattle,0,-5.596723402362794,1904,,,,,0
77,5,seattle,0,-5.596723402362794,1904,,,,,0
78,6,seattle,0,-5.596723402362794,1904,,,,,0
79,7,seattle,0,-5.596723402362794,1904,,,,,0
80,8,seattle,0,-5.596723402362794,1904,,,,,0
81,9,seattle,0,-5.596723402362794,1904,,,,,0
82,10,seattle,0,-5.596723402362794,1904,,,,,0
83,11,seattle,0,-5.596723402362794,1904,,,,,0
84,12,seattle,0,-5.596723402362794,1904,,,,,0
85,1,seattle,0,-5.596723402362794,1905,,,,,0
86,2,seattle,0,-5.596723402362794,1905,,,,,0
87,3,seattle,0,-5.596723402362794,1905,,,,,0
88,4,seattle,0,-5.596723402362794,1905,,,,,0
89,5,seattle,0,-5.596723402362794,1905,,,,,0
90,6,seattle,0,-5.596723402362794,1905,,,,,0
91,7,seattle,0,-5.596723402362794,1905,,,,,0
92,8,seattle,0,-5.596723402362794,1905,,,,,0
93,9,seattle,0,-5.596723402362794,1905,,,,,0
94,10,seattle,0,-5.596723402362794,1905,,,,,0
95,11,seattle,0,-5.596723402362794,1905,,,,,0
96,12,seattle,1,-5.596723402362794,1905,,,,,1
97,1,seattle,0,-5.596723402362794,1906,,,,,0
98,2,seattle,0,-5.596723402362794,1906,,,,,0
99,3,seattle,0,-5.596723402362794,1906,,,,,0
100,4,seattle,0,-5.596723402362794,1906,,,,,0
101,5,seattle,0,-5.596723402362794,1906,,,,,0
102,6,seattle,0,-5.596723402362794,1906,,,,,0
103,7,seattle,0,-5.596723402362794,1906,,,,,0
104,8,seattle,0,-5.596723402362794,1906,,,,,0
105,9,seattle,0,-5.596723402362794,1906,,,,,0
106,10,seattle,0,-5.596723402362794,1906,,,,,0
107,11,seattle,0,-5.596723402362794,1906,,,,,0
108,12,seattle,0,-5.596723402362794,1906,,,,,0
109,1,seattle,0,-5.596723402362794,1907,,,,,0
110,2,seattle,0,-5.596723402362794,1907,,,,,0
111,3,seattle,0,-5.596723402362794,1907,,,,,0
112,4,seattle,0,-5.596723402362794,1907,,,,,0
113,5,seattle,0,-5.596723402362794,1907,,,,,0
114,6,seattle,0,-5.596723402362794,1907,,,,,0
115,7,seattle,0,-5.596723402362794,1907,,,,,0
116,8,seattle,0,-5.596723402362794,1907,,,,,0
117,9,seattle,0,-5.596723402362794,1907,,,,,0
118,10,seattle,0,-5.596723402362794,1907,,,,,0
119,11,seattle,0,-5.596723402362794,1907,,,,,0
120,12,seattle,0,-5.596723402362794,1907,,,,,0
121,1,seattle,0,-5.596723402362794,1908,,,,,0
122,2,seattle,0,-5.596723402362794,1908,,,,,0
123,3,seattle,0,-5.596723402362794,1908,,,,,0
124,4,seattle,0,-5.596723402362794,1908,,,,,0
125,5,seattle,0,-5.596723402362794,1908,,,,,0
126,6,seattle,0,-5.596723402362794,1908,,,,,0
127,7,seattle,0,-5.596723402362794,1908,,,,,0
128,8,seattle,0,-5.596723402362794,1908,,,,,0
129,9,seattle,0,-5.596723402362794,1908,,,,,0
130,10,seattle,0,-5.596723402362794,1908,,,,,0
131,11,seattle,0,-5.596723402362794,1908,,,,,0
132,12,seattle,0,-5.596723402362794,1908,,,,,0
133,1,seattle,0,-5.596723402362794,1909,,,,,0
134,2,seattle,0,-5.596723402362794,1909,,,,,0
135,3,seattle,0,-5.596723402362794,1909,,,,,0
136,4,seattle,0,-5.596723402362794,1909,,,,,0
137,5,seattle,0,-5.596723402362794,1909,,,,,0
138,6,seattle,0,-5.596723402362794,1909,,,,,0
139,7,seattle,0,-5.596723402362794,1909,,,,,0
140,8,seattle,0,-5.596723402362794,1909,,,,,0
141,9,seattle,0,-5.596723402362794,1909,,,,,0
142,10,seattle,0,-5.596723402362794,1909,,,,,0
143,11,seattle,3,-5.596723402362794,1909,,,,,1
144,12,seattle,0,-5.596723402362794,1909,,,,,0
145,1,seattle,1,-5.596723402362794,1910,,,,,1
146,2,seattle,0,-5.596723402362794,1910,,,,,0
147,3,seattle,0,-5.596723402362794,1910,,,,,0
148,4,seattle,0,-5.596723402362794,1910,,,,,0
149,5,seattle,0,-5.596723402362794,1910,,,,,0
150,6,seattle,0,-5.596723402362794,1910,,,,,0
151,7,seattle,0,-5.596723402362794,1910,,,,,0
152,8,seattle,0,-5.596723402362794,1910,,,,,0
153,9,seattle,0,-5.596723402362794,1910,,,,,0
154,10,seattle,0,-5.596723402362794,1910,,,,,0
155,11,seattle,0,-5.596723402362794,1910,,,,,0
156,12,seattle,1,-5.596723402362794,1910,,,,,1
157,1,seattle,0,-5.596723402362794,1911,,,,,0
158,2,seattle,0,-5.596723402362794,1911,,,,,0
159,3,seattle,0,-5.596723402362794,1911,,,,,0
160,4,seattle,1,-5.596723402362794,1911,,,,,1
161,5,seattle,0,-5.596723402362794,1911,,,,,0
162,6,seattle,0,-5.596723402362794,1911,,,,,0
163,7,seattle,0,-5.596723402362794,1911,,,,,0
164,8,seattle,0,-5.596723402362794,1911,,,,,0
165,9,seattle,3,-5.596723402362794,1911,,,,,1
166,10,seattle,0,-5.596723402362794,1911,,,,,0
167,11,seattle,0,-5.596723402362794,1911,,,,,0
168,12,seattle,0,-5.596723402362794,1911,,,,,0
169,1,seattle,2,-5.596723402362794,1912,,,,,1
170,2,seattle,0,-5.596723402362794,1912,,,,,0
171,3,seattle,0,-5.596723402362794,1912,,,,,0
172,4,seattle,0,-5.596723402362794,1912,,,,,0
173,5,seattle,1,-5.596723402362794,1912,,,,,1
174,6,seattle,0,-5.596723402362794,1912,,,,,0
175,7,seattle,0,-5.596723402362794,1912,,,,,0
176,8,seattle,0,-5.596723402362794,1912,,,,,0
177,9,seattle,0,-5.596723402362794,1912,,,,,0
178,10,seattle,0,-5.596723402362794,1912,,,,,0
179,11,seattle,0,-5.596723402362794,1912,,,,,0
180,12,seattle,1,-5.596723402362794,1912,,,,,1
181,1,seattle,1,-5.596723402362794,1913,,,,,1
182,2,seattle,0,-5.596723402362794,1913,,,,,0
183,3,seattle,0,-5.596723402362794,1913,,,,,0
184,4,seattle,1,-5.596723402362794,1913,,,,,1
185,5,seattle,0,-5.596723402362794,1913,,,,,0
186,6,seattle,0,-5.596723402362794,1913,,,,,0
187,7,seattle,0,-5.596723402362794,1913,,,,,0
188,8,seattle,1,-5.596723402362794,1913,,,,,1
189,9,seattle,0,-5.596723402362794,1913,,,,,0
190,10,seattle,0,-5.596723402362794,1913,,,,,0
191,11,seattle,0,-5.596723402362794,1913,,,,,0
192,12,seattle,1,-5.596723402362794,1913,,,,,1
193,1,seattle,3,-5.596723402362794,1914,,,,,1
194,2,seattle,0,-5.596723402362794,1914,,,,,0
195,3,seattle,0,-5.596723402362794,1914,,,,,0
196,4,seattle,0,-5.596723402362794,1914,,,,,0
197,5,seattle,0,-5.596723402362794,1914,,,,,0
198,6,seattle,0,-5.596723402362794,1914,,,,,0
199,7,seattle,0,-5.596723402362794,1914,,,,,0
200,8,seattle,0,-5.596723402362794,1914,,,,,0
201,9,seattle,0,-5.596723402362794,1914,,,,,0
202,10,seattle,0,-5.596723402362794,1914,,,,,0
203,11,seattle,0,-5.596723402362794,1914,,,,,0
204,12,seattle,2,-5.596723402362794,1914,,,,,1
205,1,seattle,0,-5.596723402362794,1915,,,,,0
206,2,seattle,0,-5.596723402362794,1915,,,,,0
207,3,seattle,0,-5.596723402362794,1915,,,,,0
208,4,seattle,1,-5.596723402362794,1915,,,,,1
209,5,seattle,0,-5.596723402362794,1915,,,,,0
210,6,seattle,0,-5.596723402362794,1915,,,,,0
211,7,seattle,0,-5.596723402362794,1915,,,,,0
212,8,seattle,0,-5.596723402362794,1915,,,,,0
213,9,seattle,0,-5.596723402362794,1915,,,,,0
214,10,seattle,0,-5.596723402362794,1915,,,,,0
215,11,seattle,0,-5.596723402362794,1915,,,,,0
216,12,seattle,0,-5.596723402362794,1915,,,,,0
217,1,seattle,2,-5.596723402362794,1916,,,,,1
218,2,seattle,9,-5.596723402362794,1916,,,,,1
219,3,seattle,2,-5.596723402362794,1916,,,,,1
220,4,seattle,0,-5.596723402362794,1916,,,,,0
221,5,seattle,0,-5.596723402362794,1916,,,,,0
222,6,seattle,0,-5.596723402362794,1916,,,,,0
223,7,seattle,0,-5.596723402362794,1916,,,,,0
224,8,seattle,0,-5.596723402362794,1916,,,,,0
225,9,seattle,0,-5.596723402362794,1916,,,,,0
226,10,seattle,0,-5.596723402362794,1916,,,,,0
227,11,seattle,1,-5.596723402362794,1916,,,,,1
228,12,seattle,0,-5.596723402362794,1916,,,,,0
229,1,seattle,0,-5.596723402362794,1917,,,,,0
230,2,seattle,1,-5.596723402362794,1917,,,,,1
231,3,seattle,0,-5.596723402362794,1917,,,,,0
232,4,seattle,0,-5.596723402362794,1917,,,,,0
233,5,seattle,0,-5.596723402362794,1917,,,,,0
234,6,seattle,0,-5.596723402362794,1917,,,,,0
235,7,seattle,0,-5.596723402362794,1917,,,,,0
236,8,seattle,0,-5.596723402362794,1917,,,,,0
237,9,seattle,0,-5.596723402362794,1917,,,,,0
238,10,seattle,0,-5.596723402362794,1917,,,,,0
239,11,seattle,0,-5.596723402362794,1917,,,,,0
240,12,seattle,1,-5.596723402362794,1917,,,,,1
241,1,seattle,0,-5.596723402362794,1918,,,,,0
242,2,seattle,0,-5.596723402362794,1918,,,,,0
243,3,seattle,0,-5.596723402362794,1918,,,,,0
244,4,seattle,0,-5.596723402362794,1918,,,,,0
245,5,seattle,0,-5.596723402362794,1918,,,,,0
246,6,seattle,0,-5.596723402362794,1918,,,,,0
247,7,seattle,0,-5.596723402362794,1918,,,,,0
248,8,seattle,0,-5.596723402362794,1918,,,,,0
249,9,seattle,0,-5.596723402362794,1918,,,,,0
250,10,seattle,0,-5.596723402362794,1918,,,,,0
251,11,seattle,0,-5.596723402362794,1918,,,,,0
252,12,seattle,0,-5.596723402362794,1918,,,,,0
253,1,seattle,0,-5.596723402362794,1919,,,,,0
254,2,seattle,1,-5.596723402362794,1919,,,,,1
255,3,seattle,1,-5.596723402362794,1919,,,,,1
256,4,seattle,0,-5.596723402362794,1919,,,,,0
257,5,seattle,0,-5.596723402362794,1919,,,,,0
258,6,seattle,0,-5.596723402362794,1919,,,,,0
259,7,seattle,0,-5.596723402362794,1919,,,,,0
260,8,seattle,0,-5.596723402362794,1919,,,,,0
261,9,seattle,0,-5.596723402362794,1919,,,,,0
262,10,seattle,0,-5.596723402362794,1919,,,,,0
263,11,seattle,0,-5.596723402362794,1919,,,,,0
264,12,seattle,0,-5.596723402362794,1919,,,,,0
265,1,seattle,1,-5.596723402362794,1920,,,,,1
266,2,seattle,0,-5.596723402362794,1920,,,,,0
267,3,seattle,1,-5.596723402362794,1920,,,,,1
268,4,seattle,0,-5.596723402362794,1920,,,,,0
269,5,seattle,0,-5.596723402362794,1920,,,,,0
270,6,seattle,0,-5.596723402362794,1920,,,,,0
271,7,seattle,0,-5.596723402362794,1920,,,,,0
272,8,seattle,0,-5.596723402362794,1920,,,,,0
273,9,seattle,0,-5.596723402362794,1920,,,,,0
274,10,seattle,0,-5.596723402362794,1920,,,,,0
275,11,seattle,0,-5.596723402362794,1920,,,,,0
276,12,seattle,0,-5.596723402362794,1920,,,,,0
277,1,seattle,0,-5.596723402362794,1921,,,,,0
278,2,seattle,1,-5.596723402362794,1921,,,,,1
279,3,seattle,1,-5.596723402362794,1921,,,,,1
280,4,seattle,0,-5.596723402362794,1921,,,,,0
281,5,seattle,0,-5.596723402362794,1921,,,,,0
282,6,seattle,0,-5.596723402362794,1921,,,,,0
283,7,seattle,0,-5.596723402362794,1921,,,,,0
284,8,seattle,0,-5.596723402362794,1921,,,,,0
285,9,seattle,0,-5.596723402362794,1921,,,,,0
286,10,seattle,0,-5.596723402362794,1921,,,,,0
287,11,seattle,0,-5.596723402362794,1921,,,,,0
288,12,seattle,2,-5.596723402362794,1921,,,,,1
289,1,seattle,3,-5.596723402362794,1922,,,,,1
290,2,seattle,0,-5.596723402362794,1922,,,,,0
291,3,seattle,0,-5.596723402362794,1922,,,,,0
292,4,seattle,0,-5.596723402362794,1922,,,,,0
293,5,seattle,0,-5.596723402362794,1922,,,,,0
294,6,seattle,0,-5.596723402362794,1922,,,,,0
295,7,seattle,0,-5.596723402362794,1922,,,,,0
296,8,seattle,0,-5.596723402362794,1922,,,,,0
297,9,seattle,0,-5.596723402362794,1922,,,,,0
298,10,seattle,1,-5.596723402362794,1922,,,,,1
299,11,seattle,2,-5.596723402362794,1922,,,,,1
300,12,seattle,1,-5.596723402362794,1922,,,,,1
301,1,seattle,1,-5.596723402362794,1923,,,,,1
302,2,seattle,0,-5.596723402362794,1923,,,,,0
303,3,seattle,3,-5.596723402362794,1923,,,,,1
304,4,seattle,1,-5.596723402362794,1923,,,,,1
305,5,seattle,1,-5.596723402362794,1923,,,,,1
306,6,seattle,2,-5.596723402362794,1923,,,,,1
307,7,seattle,0,-5.596723402362794,1923,,,,,0
308,8,seattle,0,-5.596723402362794,1923,,,,,0
309,9,seattle,1,-5.596723402362794,1923,,,,,1
310,10,seattle,1,-5.596723402362794,1923,,,,,1
311,11,seattle,1,-5.596723402362794,1923,,,,,1
312,12,seattle,0,-5.596723402362794,1923,,,,,0
313,1,seattle,1,-5.596723402362794,1924,,,,,1
314,2,seattle,0,-5.596723402362794,1924,,,,,0
315,3,seattle,0,-5.596723402362794,1924,,,,,0
316,4,seattle,0,-5.596723402362794,1924,,,,,0
317,5,seattle,0,-5.596723402362794,1924,,,,,0
318,6,seattle,0,-5.596723402362794,1924,,,,,0
319,7,seattle,0,-5.596723402362794,1924,,,,,0
320,8,seattle,0,-5.596723402362794,1924,,,,,0
321,9,seattle,0,-5.596723402362794,1924,,,,,0
322,10,seattle,0,-5.596723402362794,1924,,,,,0
323,11,seattle,0,-5.596723402362794,1924,,,,,0
324,12,seattle,0,-5.596723402362794,1924,,,,,0
325,1,seattle,3,-5.596723402362794,1925,,,,,1
326,2,seattle,3,-5.596723402362794,1925,,,,,1
327,3,seattle,2,-5.596723402362794,1925,,,,,1
328,4,seattle,0,-5.596723402362794,1925,,,,,0
329,5,seattle,0,-5.596723402362794,1925,,,,,0
330,6,seattle,0,-5.596723402362794,1925,,,,,0
331,7,seattle,0,-5.596723402362794,1925,,,,,0
332,8,seattle,2,-5.596723402362794,1925,,,,,1
333,9,seattle,0,-5.596723402362794,1925,,,,,0
334,10,seattle,0,-5.596723402362794,1925,,,,,0
335,11,seattle,1,-5.596723402362794,1925,,,,,1
336,12,seattle,2,-5.596723402362794,1925,,,,,1
337,1,seattle,1,-5.596723402362794,1926,,,,,1
338,2,seattle,0,-5.596723402362794,1926,,,,,0
339,3,seattle,1,-5.596723402362794,1926,,,,,1
340,4,seattle,1,-5.596723402362794,1926,,,,,1
341,5,seattle,0,-5.596723402362794,1926,,,,,0
342,6,seattle,0,-5.596723402362794,1926,,,,,0
343,7,seattle,0,-5.596723402362794,1926,,,,,0
344,8,seattle,0,-5.596723402362794,1926,,,,,0
345,9,seattle,2,-5.596723402362794,1926,,,,,1
346,10,seattle,0,-5.596723402362794,1926,,,,,0
347,11,seattle,0,-5.596723402362794,1926,,,,,0
348,12,seattle,2,-5.596723402362794,1926,,,,,1
349,1,seattle,10,-5.596723402362794,1927,,,,,1
350,2,seattle,2,-5.596723402362794,1927,,,,,1
351,3,seattle,2,-5.596723402362794,1927,,,,,1
352,4,seattle,0,-5.596723402362794,1927,,,,,0
353,5,seattle,0,-5.596723402362794,1927,,,,,0
354,6,seattle,0,-5.596723402362794,1927,,,,,0
355,7,seattle,0,-5.596723402362794,1927,,,,,0
356,8,seattle,3,-5.596723402362794,1927,,,,,1
357,9,seattle,2,-5.596723402362794,1927,,,,,1
358,10,seattle,3,-5.596723402362794,1927,,,,,1
359,11,seattle,1,-5.596723402362794,1927,,,,,1
360,12,seattle,4,-5.596723402362794,1927,,,,,1
361,1,seattle,6,-5.596723402362794,1928,,,,,1
362,2,seattle,0,-5.596723402362794,1928,,,,,0
363,3,seattle,1,-5.596723402362794,1928,,,,,1
364,4,seattle,1,-5.596723402362794,1928,,,,,1
365,5,seattle,1,-5.596723402362794,1928,,,,,1
366,6,seattle,1,-5.596723402362794,1928,,,,,1
367,7,seattle,0,-5.596723402362794,1928,,,,,0
368,8,seattle,0,-5.596723402362794,1928,,,,,0
369,9,seattle,0,-5.596723402362794,1928,,,,,0
370,10,seattle,1,-5.596723402362794,1928,,,,,1
371,11,seattle,1,-5.596723402362794,1928,,,,,1
372,12,seattle,0,-5.596723402362794,1928,,,,,0
373,1,seattle,1,-5.596723402362794,1929,,,,,1
374,2,seattle,0,-5.596723402362794,1929,,,,,0
375,3,seattle,1,-5.596723402362794,1929,,,,,1
376,4,seattle,1,-5.596723402362794,1929,,,,,1
377,5,seattle,0,-5.596723402362794,1929,,,,,0
378,6,seattle,1,-5.596723402362794,1929,,,,,1
379,7,seattle,1,-5.596723402362794,1929,,,,,1
380,8,seattle,1,-5.596723402362794,1929,,,,,1
381,9,seattle,0,-5.596723402362794,1929,,,,,0
382,10,seattle,0,-5.596723402362794,1929,,,,,0
383,11,seattle,0,-5.596723402362794,1929,,,,,0
384,12,seattle,2,-5.596723402362794,1929,,,,,1
385,1,seattle,2,-5.596723402362794,1930,,,,,1
386,2,seattle,2,-5.596723402362794,1930,,,,,1
387,3,seattle,1,-5.596723402362794,1930,,,,,1
388,4,seattle,0,-5.596723402362794,1930,,,,,0
389,5,seattle,1,-5.596723402362794,1930,,,,,1
390,6,seattle,0,-5.596723402362794,1930,,,,,0
391,7,seattle,0,-5.596723402362794,1930,,,,,0
392,8,seattle,0,-5.596723402362794,1930,,,,,0
393,9,seattle,0,-5.596723402362794,1930,,,,,0
394,10,seattle,0,-5.596723402362794,1930,,,,,0
395,11,seattle,0,-5.596723402362794,1930,,,,,0
396,12,seattle,0,-5.596723402362794,1930,,,,,0
397,1,seattle,3,-5.596723402362794,1931,,,,,1
398,2,seattle,1,-5.596723402362794,1931,,,,,1
399,3,seattle,1,-5.596723402362794,1931,,,,,1
400,4,seattle,1,-5.596723402362794,1931,,,,,1
401,5,seattle,0,-5.596723402362794,1931,,,,,0
402,6,seattle,0,-5.596723402362794,1931,,,,,0
403,7,seattle,0,-5.596723402362794,1931,,,,,0
404,8,seattle,0,-5.596723402362794,1931,,,,,0
405,9,seattle,0,-5.596723402362794,1931,,,,,0
406,10,seattle,0,-5.596723402362794,1931,,,,,0
407,11,seattle,0,-5.596723402362794,1931,,,,,0
408,12,seattle,2,-5.596723402362794,1931,,,,,1
409,1,seattle,2,-5.596723402362794,1932,,,,,1
410,2,seattle,3,-5.596723402362794,1932,,,,,1
411,3,seattle,3,-5.596723402362794,1932,,,,,1
412,4,seattle,0,-5.596723402362794,1932,,,,,0
413,5,seattle,1,-5.596723402362794,1932,,,,,1
414,6,seattle,0,-5.596723402362794,1932,,,,,0
415,7,seattle,1,-5.596723402362794,1932,,,,,1
416,8,seattle,0,-5.596723402362794,1932,,,,,0
417,9,seattle,0,-5.596723402362794,1932,,,,,0
418,10,seattle,0,-5.596723402362794,1932,,,,,0
419,11,seattle,1,-5.596723402362794,1932,,,,,1
420,12,seattle,0,-5.596723402362794,1932,,,,,0
421,1,seattle,2,-5.596723402362794,1933,,,,,1
422,2,seattle,0,-5.596723402362794,1933,,,,,0
423,3,seattle,1,-5.596723402362794,1933,,,,,1
424,4,seattle,2,-5.596723402362794,1933,,,,,1
425,5,seattle,3,-5.596723402362794,1933,,,,,1
426,6,seattle,0,-5.596723402362794,1933,,,,,0
427,7,seattle,0,-5.596723402362794,1933,,,,,0
428,8,seattle,0,-5.596723402362794,1933,,,,,0
429,9,seattle,0,-5.596723402362794,1933,,,,,0
430,10,seattle,0,-5.596723402362794,1933,,,,,0
431,11,seattle,3,-5.596723402362794,1933,,,,,1
432,12,seattle,45,-5.596723402362794,1933,,,,,1
433,1,seattle,25,-5.596723402362794,1934,,,,,1
434,2,seattle,8,-5.596723402362794,1934,,,,,1
435,3,seattle,0,-5.596723402362794,1934,,,,,0
436,4,seattle,0,-5.596723402362794,1934,,,,,0
437,5,seattle,0,-5.596723402362794,1934,,,,,0
438,6,seattle,0,-5.596723402362794,1934,,,,,0
439,7,seattle,0,-5.596723402362794,1934,,,,,0
440,8,seattle,0,-5.596723402362794,1934,,,,,0
441,9,seattle,1,-5.596723402362794,1934,,,,,1
442,10,seattle,2,-5.596723402362794,1934,,,,,1
443,11,seattle,0,-5.596723402362794,1934,,,,,0
444,12,seattle,2,-5.596723402362794,1934,,,,,1
445,1,seattle,3,-5.596723402362794,1935,,,,,1
446,2,seattle,4,-5.596723402362794,1935,,,,,1
447,3,seattle,0,-5.596723402362794,1935,,,,,0
448,4,seattle,1,-5.596723402362794,1935,,,,,1
449,5,seattle,1,-5.596723402362794,1935,,,,,1
450,6,seattle,0,-5.596723402362794,1935,,,,,0
451,7,seattle,0,-5.596723402362794,1935,,,,,0
452,8,seattle,0,-5.596723402362794,1935,,,,,0
453,9,seattle,0,-5.596723402362794,1935,,,,,0
454,10,seattle,0,-5.596723402362794,1935,,,,,0
455,11,seattle,0,-5.596723402362794,1935,,,,,0
456,12,seattle,2,-5.596723402362794,1935,,,,,1
457,1,seattle,2,-5.596723402362794,1936,,,,,1
458,2,seattle,0,-5.596723402362794,1936,,,,,0
459,3,seattle,2,-5.596723402362794,1936,,,,,1
460,4,seattle,1,-5.596723402362794,1936,,,,,1
461,5,seattle,1,-5.596723402362794,1936,,,,,1
462,6,seattle,0,-5.596723402362794,1936,,,,,0
463,7,seattle,1,-5.596723402362794,1936,,,,,1
464,8,seattle,0,-5.596723402362794,1936,,,,,0
465,9,seattle,1,-5.596723402362794,1936,,,,,1
466,10,seattle,0,-5.596723402362794,1936,,,,,0
467,11,seattle,0,-5.596723402362794,1936,,,,,0
468,12,seattle,1,-5.596723402362794,1936,,,,,1
469,1,seattle,2,-5.596723402362794,1937,,,,,1
470,2,seattle,4,-5.596723402362794,1937,,,,,1
471,3,seattle,1,-5.596723402362794,1937,,,,,1
472,4,seattle,1,-5.596723402362794,1937,,,,,1
473,5,seattle,0,-5.596723402362794,1937,,,,,0
474,6,seattle,0,-5.596723402362794,1937,,,,,0
475,7,seattle,0,-5.596723402362794,1937,,,,,0
476,8,seattle,0,-5.596723402362794,1937,,,,,0
477,9,seattle,0,-5.596723402362794,1937,,,,,0
478,10,seattle,0,-5.596723402362794,1937,,,,,0
479,11,seattle,0,-5.596723402362794,1937,,,,,0
480,12,seattle,9,-5.596723402362794,1937,,,,,1
481,1,seattle,2,-5.596723402362794,1938,,,,,1
482,2,seattle,1,-5.596723402362794,1938,,,,,1
483,3,seattle,1,-5.596723402362794,1938,,,,,1
484,4,seattle,1,-5.596723402362794,1938,,,,,1
485,5,seattle,1,-5.596723402362794,1938,,,,,1
486,6,seattle,0,-5.596723402362794,1938,,,,,0
487,7,seattle,1,-5.596723402362794,1938,,,,,1
488,8,seattle,1,-5.596723402362794,1938,,,,,1
489,9,seattle,2,-5.596723402362794,1938,,,,,1
490,10,seattle,1,-5.596723402362794,1938,,,,,1
491,11,seattle,0,-5.596723402362794,1938,,,,,0
492,12,seattle,1,-5.596723402362794,1938,,,,,1
493,1,seattle,2,-5.596723402362794,1939,,,,,1
494,2,seattle,2,-5.596723402362794,1939,,,,,1
495,3,seattle,2,-5.596723402362794,1939,,,,,1
496,4,seattle,0,-5.596723402362794,1939,,,,,0
